latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
58.039,106.534,307.4,1.5,1.2,2019-09-27,1500,T,71,6.0NRT,270,25.5,N
58.428,107.655,307.9,1.7,1.3,2019-09-27,1500,T,73,6.0NRT,267.1,31,N
61.349,112.805,314.8,2.9,1.6,2019-09-27,1500,T,90,6.0NRT,269.5,94,N
60.434,96.252,307.2,1,1,2019-09-27,1500,T,71,6.0NRT,266.5,13.8,N
20.82,108.9,308.9,1.1,1,2019-09-27,1450,T,63,6.0NRT,295.6,5.9,N
23.244,111.571,305.5,1,1,2019-09-27,1450,T,64,6.0NRT,295,6.7,N
24.39,109.384,306.2,1,1,2019-09-27,1450,T,62,6.0NRT,294.6,5.5,N
24.388,109.375,307.5,1,1,2019-09-27,1450,T,71,6.0NRT,295.6,6.5,N
-8.395,118.719,302.1,1.1,1,2019-09-27,1445,T,30,6.0NRT,289.2,3.7,N
-8.386,118.718,303.8,1.1,1,2019-09-27,1445,T,57,6.0NRT,289.6,4.7,N
-7.621,112.728,312.4,1.6,1.2,2019-09-27,1445,T,85,6.0NRT,291,18,N
-7.619,112.736,307.4,1.6,1.2,2019-09-27,1445,T,71,6.0NRT,290.8,12.3,N
-7.62,112.722,304.9,1.6,1.2,2019-09-27,1445,T,62,6.0NRT,291.3,9.4,N
-7.474,112.624,306.6,1.6,1.2,2019-09-27,1445,T,69,6.0NRT,290,11.5,N
-7.694,110.82,305.9,2.2,1.4,2019-09-27,1445,T,48,6.0NRT,283.9,24.7,N
-7.693,110.835,303.9,2.2,1.4,2019-09-27,1445,T,51,6.0NRT,283.6,18.6,N
-7.695,110.815,304,2.2,1.4,2019-09-27,1445,T,11,6.0NRT,283.6,21.1,N
-4.022,116.114,306.3,1,1,2019-09-27,1445,T,44,6.0NRT,288,5.9,N
-2.487,115.325,300.6,1,1,2019-09-27,1445,T,30,6.0NRT,279.8,4.7,N
-1.261,114.247,309.6,1.1,1,2019-09-27,1445,T,78,6.0NRT,274,12.1,N
-1.262,114.238,309.5,1.1,1,2019-09-27,1445,T,77,6.0NRT,275.8,12.1,N
2.094,117.15,300.4,1.1,1.1,2019-09-27,1445,T,26,6.0NRT,286.3,3.3,N
2.401,117.895,308.3,1.2,1.1,2019-09-27,1445,T,65,6.0NRT,293.6,8.6,N
2.409,117.882,313.7,1.2,1.1,2019-09-27,1445,T,88,6.0NRT,294,13.7,N
2.408,117.871,309.1,1.2,1.1,2019-09-27,1445,T,72,6.0NRT,293.6,8.9,N
2.426,117.857,318.2,1.2,1.1,2019-09-27,1445,T,96,6.0NRT,294.1,18.3,N
2.457,117.864,305.3,1.2,1.1,2019-09-27,1445,T,18,6.0NRT,293.8,5.3,N
3.598,117.181,304.6,1.2,1.1,2019-09-27,1445,T,61,6.0NRT,293.2,5.1,N
5.215,114.744,314.1,1,1,2019-09-27,1445,T,83,6.0NRT,293.9,9.5,N
5.432,114.713,306.5,1,1,2019-09-27,1445,T,30,6.0NRT,294.1,4.1,N
6.706,117.073,305.4,1.2,1.1,2019-09-27,1445,T,29,6.0NRT,293.3,7,N
6.716,117.072,305.7,1.2,1.1,2019-09-27,1445,T,35,6.0NRT,293.2,7.2,N
-29.813,152.366,308.3,2.4,1.5,2019-09-27,1435,A,74,6.0NRT,287.4,36.2,N
-29.808,152.362,309.2,2.4,1.5,2019-09-27,1435,A,77,6.0NRT,287.1,38,N
-29.988,152.384,304.1,2.4,1.5,2019-09-27,1435,A,59,6.0NRT,285,28.4,N
-29.993,152.408,310.8,2.4,1.5,2019-09-27,1435,A,81,6.0NRT,286.1,43.7,N
-29.989,152.405,311.2,2.4,1.5,2019-09-27,1435,A,82,6.0NRT,286.5,41.5,N
37.497,-78.004,308,3,1.6,2019-09-27,1525,T,61,6.0NRT,291.4,25.4,D
35.134,-80.153,310.2,3.9,1.8,2019-09-27,1525,T,57,6.0NRT,290.4,34.1,D
26.86,-80.297,317.1,3.3,1.7,2019-09-27,1530,T,67,6.0NRT,296.2,55,D
26.864,-80.303,313.4,3.3,1.7,2019-09-27,1530,T,53,6.0NRT,296,35.5,D
26.861,-80.27,312.1,3.2,1.7,2019-09-27,1530,T,39,6.0NRT,296.2,28.9,D
26.601,-78.47,334.9,2.4,1.5,2019-09-27,1530,T,65,6.0NRT,296.7,93.6,D
26.593,-78.479,326.1,2.4,1.5,2019-09-27,1530,T,0,6.0NRT,296.8,53.9,D
18.289,-67.135,306.6,1.9,1.3,2019-09-27,1530,T,38,6.0NRT,286.2,8.5,D
11.742,-70.192,329.6,1.5,1.2,2019-09-27,1530,T,0,6.0NRT,304,26.3,D
10.069,-65.203,313.1,3.8,1.8,2019-09-27,1530,T,0,6.0NRT,296.2,40.8,D
10.232,-67.31,312.3,2.6,1.5,2019-09-27,1530,T,43,6.0NRT,295.2,27.2,D
10.287,-67.711,315.8,2.4,1.5,2019-09-27,1530,T,47,6.0NRT,297.1,28.2,D
10.292,-67.715,313.9,2.4,1.5,2019-09-27,1530,T,41,6.0NRT,296.6,21.3,D
10.288,-67.694,314.9,2.4,1.5,2019-09-27,1530,T,59,6.0NRT,297.6,23.4,D
10.362,-68.688,321,2,1.4,2019-09-27,1530,T,74,6.0NRT,296.9,29,D
10.425,-69.098,324.2,1.9,1.3,2019-09-27,1530,T,78,6.0NRT,290.7,39.3,D
9.391,-64.533,310.9,4.4,1.9,2019-09-27,1530,T,47,6.0NRT,292.3,50.7,D
9.374,-64.536,309.2,4.4,1.9,2019-09-27,1530,T,41,6.0NRT,290.6,39.4,D
9.389,-64.539,313.6,4.4,1.9,2019-09-27,1530,T,68,6.0NRT,292.5,68.5,D
9.657,-68.571,315.6,2.1,1.4,2019-09-27,1530,T,44,6.0NRT,297.4,17.5,D
9.328,-69.114,316.8,1.9,1.4,2019-09-27,1530,T,69,6.0NRT,299.9,15.9,D
9.151,-71.085,318.3,1.4,1.2,2019-09-27,1530,T,38,6.0NRT,299.8,11,D
8.695,-69.212,312,2,1.4,2019-09-27,1530,T,63,6.0NRT,295.2,12.9,D
8.749,-69.927,314.6,1.7,1.3,2019-09-27,1530,T,67,6.0NRT,298.9,12.5,D
8.767,-70.111,313.9,1.7,1.3,2019-09-27,1530,T,65,6.0NRT,298.9,11.9,D
8.616,-71.66,320.7,1.3,1.1,2019-09-27,1530,T,29,6.0NRT,299.8,12.2,D
8.552,-71.242,317.5,1.4,1.2,2019-09-27,1530,T,14,6.0NRT,300.3,11.8,D
7.884,-67.466,311.4,2.8,1.6,2019-09-27,1530,T,0,6.0NRT,289.2,28.5,D
8.646,-72.374,316.6,1.2,1.1,2019-09-27,1530,T,28,6.0NRT,298.7,7.6,D
8.642,-72.37,321.3,1.2,1.1,2019-09-27,1530,T,74,6.0NRT,297.7,13.7,D
8.536,-71.739,324.1,1.3,1.1,2019-09-27,1530,T,77,6.0NRT,296.8,22.4,D
8.345,-70.57,315.9,1.6,1.2,2019-09-27,1530,T,49,6.0NRT,298.7,11.4,D
8.442,-71.726,316.1,1.3,1.1,2019-09-27,1530,T,66,6.0NRT,295.2,11.1,D
8.236,-70.819,318.8,1.5,1.2,2019-09-27,1530,T,25,6.0NRT,298.5,16.5,D
8.225,-70.821,318.7,1.5,1.2,2019-09-27,1530,T,24,6.0NRT,298.2,15.4,D
8.324,-72.092,319.8,1.2,1.1,2019-09-27,1530,T,30,6.0NRT,299.7,10.5,D
7.812,-71.186,318.2,1.4,1.2,2019-09-27,1535,T,24,6.0NRT,297.3,12.5,D
7.958,-72.246,313,1.2,1.1,2019-09-27,1535,T,49,6.0NRT,295.9,6.3,D
7.957,-72.236,314.2,1.2,1.1,2019-09-27,1535,T,54,6.0NRT,297.9,8.1,D
8.412,-75.584,315.4,1,1,2019-09-27,1535,T,58,6.0NRT,296.5,6.8,D
7.827,-72.318,310.6,1.2,1.1,2019-09-27,1535,T,37,6.0NRT,295.9,7.1,D
7.825,-72.306,311.6,1.2,1.1,2019-09-27,1535,T,48,6.0NRT,296.2,8.3,D
7.814,-72.444,320.4,1.2,1.1,2019-09-27,1535,T,47,6.0NRT,300.3,10.3,D
7.964,-74.054,315.6,1,1,2019-09-27,1535,T,65,6.0NRT,298.2,7.7,D
8.167,-76.054,316.9,1,1,2019-09-27,1535,T,56,6.0NRT,298.6,7,D
7.275,-71.924,314.6,1.3,1.1,2019-09-27,1535,T,67,6.0NRT,296.5,9,D
7.084,-70.752,320.6,1.6,1.2,2019-09-27,1535,T,72,6.0NRT,297.4,22,D
7.075,-74.704,313.7,1,1,2019-09-27,1535,T,33,6.0NRT,296.5,5.8,D
3.675,-71.828,310.4,1.5,1.2,2019-09-27,1535,T,53,6.0NRT,275.7,14.8,D
3.673,-71.835,325.4,1.5,1.2,2019-09-27,1535,T,83,6.0NRT,275.6,40.9,D
3.671,-71.822,309.9,1.5,1.2,2019-09-27,1535,T,63,6.0NRT,275.2,15.3,D
3.811,-76.313,313.4,1,1,2019-09-27,1535,T,43,6.0NRT,289.4,6,D
3.874,-76.992,317.9,1,1,2019-09-27,1535,T,38,6.0NRT,296.6,7,D
-1.83,-78.907,324.8,1.1,1,2019-09-27,1535,T,62,6.0NRT,298.1,18,D
-2.034,-78.775,353.4,1.1,1,2019-09-27,1535,T,97,6.0NRT,311,57.6,D
-2.25,-78.752,329.5,1.1,1,2019-09-27,1535,T,84,6.0NRT,310.4,15.6,D
-2.159,-80.121,307.5,1.2,1.1,2019-09-27,1535,T,17,6.0NRT,277.9,6.2,D
-6.079,-77.213,314,1,1,2019-09-27,1535,T,67,6.0NRT,292.4,8,D
58.268,68.45,332.3,1.2,1.1,2019-09-27,1640,T,100,6.0NRT,274.5,47,N
42.334,86.304,302.4,1.6,1.2,2019-09-27,1635,T,49,6.0NRT,288.7,10.9,N
40.861,69.532,300.4,3.2,1.7,2019-09-27,1635,T,27,6.0NRT,289.3,25.9,N
43.191,76.466,301.5,1.2,1.1,2019-09-27,1635,T,16,6.0NRT,289.2,7.3,N
43.201,76.463,303.5,1.2,1.1,2019-09-27,1635,T,55,6.0NRT,289,8,N
-17.09,143.322,300.3,1.5,1.2,2019-09-27,1610,A,16,6.0NRT,289.6,8.2,N
-16.614,127.693,305,4.7,2,2019-09-27,1610,A,63,6.0NRT,292.9,51.1,N
-16.613,127.688,305.2,4.7,2,2019-09-27,1610,A,63,6.0NRT,292.8,51.8,N
-11.723,142.181,303.6,1.1,1.1,2019-09-27,1605,A,47,6.0NRT,293,5.2,N
-11.728,142.149,306,1.1,1.1,2019-09-27,1605,A,66,6.0NRT,293,7.2,N
-11.729,142.159,303.9,1.1,1.1,2019-09-27,1605,A,49,6.0NRT,292.9,5.4,N
-11.765,142.345,303.5,1.2,1.1,2019-09-27,1605,A,55,6.0NRT,293.1,5.7,N
-11.766,142.355,309.5,1.2,1.1,2019-09-27,1605,A,78,6.0NRT,293.5,10.5,N
-11.813,142.246,303.6,1.1,1.1,2019-09-27,1605,A,56,6.0NRT,291.9,5.8,N
-11.814,142.256,303.5,1.1,1.1,2019-09-27,1605,A,55,6.0NRT,292.2,5.8,N
-11.842,142.316,304.2,1.2,1.1,2019-09-27,1605,A,54,6.0NRT,293.1,6.1,N
-12.404,132.862,321.3,2.4,1.5,2019-09-27,1605,A,100,6.0NRT,292.3,67.6,N
-14.285,143.627,309,1.5,1.2,2019-09-27,1605,A,76,6.0NRT,292.1,15.1,N
-14.291,143.585,303.4,1.5,1.2,2019-09-27,1605,A,25,6.0NRT,291.3,9.1,N
-14.298,143.639,305.6,1.5,1.2,2019-09-27,1605,A,39,6.0NRT,291.9,11,N
-14.3,143.653,305.5,1.5,1.2,2019-09-27,1605,A,63,6.0NRT,292.1,11.3,N
-14.298,143.556,301.2,1.5,1.2,2019-09-27,1605,A,15,6.0NRT,290.5,7.2,N
-13.363,132.123,304.2,2.6,1.5,2019-09-27,1605,A,59,6.0NRT,292.5,20.7,N
-13.938,132.914,310.1,2.2,1.4,2019-09-27,1605,A,45,6.0NRT,295.3,22.4,N
-13.941,132.929,309.8,2.2,1.4,2019-09-27,1605,A,29,6.0NRT,294.6,22.4,N
-13.963,132.904,306,2.2,1.4,2019-09-27,1605,A,5,6.0NRT,294.6,15.5,N
-15.921,144.578,301.5,1.8,1.3,2019-09-27,1605,A,40,6.0NRT,289.3,11.3,N
-28.197,-48.703,343.2,1.6,1.2,2019-09-27,1645,A,93,6.0NRT,300,86.5,D
-28.186,-48.704,315.9,1.6,1.2,2019-09-27,1645,A,49,6.0NRT,296.5,18.8,D
-28.255,-50.595,309,2.1,1.4,2019-09-27,1645,A,57,6.0NRT,280,28.9,D
-28.254,-50.581,304.9,2.1,1.4,2019-09-27,1645,A,60,6.0NRT,283.4,21.2,D
-27.266,-50.784,319.5,2.1,1.4,2019-09-27,1645,A,76,6.0NRT,299.7,37.8,D
-27.268,-50.805,372.5,2.1,1.4,2019-09-27,1645,A,100,6.0NRT,304.8,366,D
-27.145,-50.609,327.3,2.1,1.4,2019-09-27,1645,A,78,6.0NRT,295.2,66.4,D
-27.149,-50.781,325.7,2.1,1.4,2019-09-27,1645,A,82,6.0NRT,301.6,55.8,D
-27.339,-54.895,311.5,4.2,1.9,2019-09-27,1645,A,64,6.0NRT,298.2,52,D
-27.336,-54.903,311.4,4.2,1.9,2019-09-27,1645,A,63,6.0NRT,297.9,51.8,D
-26.851,-51.056,311.3,2.2,1.4,2019-09-27,1645,A,48,6.0NRT,295.1,19.2,D
-26.853,-51.062,309.2,2.2,1.4,2019-09-27,1645,A,57,6.0NRT,294.4,16.5,D
-26.486,-48.745,308.7,1.5,1.2,2019-09-27,1645,A,64,6.0NRT,296.6,10.3,D
-25.658,-42.86,312.3,1,1,2019-09-27,1645,A,54,6.0NRT,291.2,11.3,D
-26.244,-51.447,306.6,2.3,1.5,2019-09-27,1645,A,15,6.0NRT,292.8,14.4,D
-26.056,-49.815,325.7,1.8,1.3,2019-09-27,1645,A,82,6.0NRT,295.4,47.3,D
-26.058,-49.832,317.6,1.8,1.3,2019-09-27,1645,A,67,6.0NRT,292.3,28.8,D
-25.56,-52.821,317.2,2.8,1.6,2019-09-27,1645,A,0,6.0NRT,303.1,25.3,D
-25.401,-52.012,314.8,2.5,1.5,2019-09-27,1645,A,64,6.0NRT,301.6,20.6,D
-25.408,-52.016,317.4,2.5,1.5,2019-09-27,1645,A,69,6.0NRT,302,28.9,D
-24.811,-52.54,320.9,2.7,1.6,2019-09-27,1645,A,71,6.0NRT,300.9,47.4,D
-24.624,-52.1,312.8,2.5,1.5,2019-09-27,1645,A,38,6.0NRT,298.7,17.7,D
-22.908,-43.732,313.5,1,1,2019-09-27,1645,A,63,6.0NRT,294.3,7,D
-23.121,-45.722,321.5,1,1,2019-09-27,1645,A,50,6.0NRT,304.8,10.8,D
-23.46,-52.722,319.4,2.6,1.6,2019-09-27,1645,A,57,6.0NRT,304.9,26.1,D
-23.463,-52.748,326.5,2.6,1.6,2019-09-27,1645,A,74,6.0NRT,304.6,57.7,D
-22.729,-50.482,321.1,1.8,1.3,2019-09-27,1645,A,65,6.0NRT,304.3,19.1,D
-22.92,-53.362,319.9,2.9,1.6,2019-09-27,1645,A,62,6.0NRT,304.4,31.8,D
-21.378,-43.905,316.5,1,1,2019-09-27,1645,A,43,6.0NRT,292.8,10,D
-21.496,-44.826,319.2,1,1,2019-09-27,1645,A,54,6.0NRT,297.4,10,D
-21.366,-44.497,318.5,1,1,2019-09-27,1645,A,52,6.0NRT,302,8.5,D
-21.957,-49.398,329.5,1.5,1.2,2019-09-27,1645,A,81,6.0NRT,302.1,32,D
-21.946,-49.4,318.5,1.5,1.2,2019-09-27,1645,A,64,6.0NRT,303.9,11.9,D
-21.743,-48.648,317.7,1.3,1.1,2019-09-27,1645,A,54,6.0NRT,303.3,9,D
-20.01,-46.732,322.9,1,1,2019-09-27,1645,A,69,6.0NRT,298.5,15,D
-19.803,-46.696,316.3,1,1,2019-09-27,1645,A,53,6.0NRT,300.4,6.6,D
-18.951,-48.991,319.6,1.3,1.1,2019-09-27,1645,A,52,6.0NRT,300.9,11.1,D
-18.941,-48.993,323.3,1.3,1.1,2019-09-27,1645,A,75,6.0NRT,303.2,16.2,D
-18.132,-47.309,320.4,1,1,2019-09-27,1650,A,69,6.0NRT,300.8,10.6,D
-17.191,-41.76,333,1.5,1.2,2019-09-27,1650,A,85,6.0NRT,302,39.2,D
-17.504,-45.022,326.1,1,1,2019-09-27,1650,A,73,6.0NRT,305.2,10.4,D
-18.535,-54.532,319.5,3.1,1.7,2019-09-27,1650,A,55,6.0NRT,304.7,32.6,D
-18.537,-54.539,319.5,3.1,1.7,2019-09-27,1650,A,56,6.0NRT,304.7,32.2,D
-17.629,-47.772,328.2,1.1,1,2019-09-27,1650,A,79,6.0NRT,301.9,19.7,D
-17.63,-47.782,334.2,1.1,1,2019-09-27,1650,A,85,6.0NRT,299.5,28.2,D
-18.344,-55.367,320.3,3.6,1.8,2019-09-27,1650,A,54,6.0NRT,303.1,44.1,D
-16.335,-41.315,311.6,1.7,1.3,2019-09-27,1650,A,36,6.0NRT,282.6,9.2,D
-17.274,-49.475,322.1,1.3,1.1,2019-09-27,1650,A,65,6.0NRT,301.6,11.7,D
-16.395,-45.238,329.6,1,1,2019-09-27,1650,A,59,6.0NRT,302.2,13.7,D
-15.64,-41.16,335,1.8,1.3,2019-09-27,1650,A,81,6.0NRT,297.7,58,D
-16.959,-50.13,331.5,1.4,1.2,2019-09-27,1650,A,80,6.0NRT,306,27.3,D
-15.633,-41.168,325.7,1.8,1.3,2019-09-27,1650,A,42,6.0NRT,301,30.1,D
-15.489,-41.283,342.2,1.7,1.3,2019-09-27,1650,A,90,6.0NRT,306.3,73.7,D
-15.388,-40.909,331,1.9,1.3,2019-09-27,1650,A,77,6.0NRT,297.7,42.4,D
-16.817,-50.644,321.6,1.5,1.2,2019-09-27,1650,A,55,6.0NRT,302.5,13,D
-16.815,-50.651,325.9,1.5,1.2,2019-09-27,1650,A,72,6.0NRT,302.1,21.8,D
-15.218,-40.25,328.3,2.1,1.4,2019-09-27,1650,A,78,6.0NRT,301.9,39.5,D
-15.794,-43.843,368.1,1.2,1.1,2019-09-27,1650,A,100,6.0NRT,311,117.4,D
-15.795,-43.854,330.4,1.2,1.1,2019-09-27,1650,A,36,6.0NRT,305.9,14.4,D
-15.784,-43.845,338.3,1.2,1.1,2019-09-27,1650,A,83,6.0NRT,309.3,27.6,D
-15.328,-41.208,351.3,1.8,1.3,2019-09-27,1650,A,95,6.0NRT,309.5,117.8,D
-15.351,-41.419,336.6,1.7,1.3,2019-09-27,1650,A,87,6.0NRT,304.3,54.3,D
-15.277,-41.334,369.4,1.7,1.3,2019-09-27,1650,A,100,6.0NRT,308.8,220.9,D
-15.28,-41.35,337.8,1.7,1.3,2019-09-27,1650,A,87,6.0NRT,307,52.6,D
-15.281,-41.34,342.7,1.7,1.3,2019-09-27,1650,A,91,6.0NRT,307.5,72.7,D
-15.267,-41.326,333.2,1.7,1.3,2019-09-27,1650,A,80,6.0NRT,308.5,39.1,D
-15.269,-41.343,361,1.7,1.3,2019-09-27,1650,A,100,6.0NRT,309.8,163.6,D
-16.549,-50.164,328,1.4,1.2,2019-09-27,1650,A,74,6.0NRT,301.9,22.6,D
-15.118,-40.984,328.1,1.9,1.3,2019-09-27,1650,A,67,6.0NRT,306.9,32,D
-15.041,-40.963,327.5,1.9,1.3,2019-09-27,1650,A,72,6.0NRT,307.1,23.2,D
-15.045,-40.951,329,1.9,1.3,2019-09-27,1650,A,63,6.0NRT,308.3,28.2,D
-15.016,-41.149,340.8,1.8,1.3,2019-09-27,1650,A,90,6.0NRT,308.8,64.2,D
-15.049,-41.41,334.4,1.7,1.3,2019-09-27,1650,A,85,6.0NRT,307.1,42.1,D
-15.051,-41.426,328.3,1.7,1.3,2019-09-27,1650,A,74,6.0NRT,305.7,25.4,D
-15.758,-46.808,334.6,1,1,2019-09-27,1650,A,82,6.0NRT,304.6,22.1,D
-14.787,-41.097,330,1.8,1.3,2019-09-27,1650,A,80,6.0NRT,308.7,26.5,D
-14.79,-41.114,331.2,1.8,1.3,2019-09-27,1650,A,81,6.0NRT,308.4,29.2,D
-14.794,-41.101,332.6,1.8,1.3,2019-09-27,1650,A,82,6.0NRT,308.8,34.4,D
-14.825,-41.435,330.3,1.7,1.3,2019-09-27,1650,A,79,6.0NRT,307.9,30.2,D
-14.95,-42.202,329,1.5,1.2,2019-09-27,1650,A,53,6.0NRT,303.1,30.8,D
-14.808,-41.618,332.6,1.7,1.3,2019-09-27,1650,A,69,6.0NRT,298.6,43.6,D
-14.797,-41.62,350.5,1.7,1.3,2019-09-27,1650,A,89,6.0NRT,303.7,109.3,D
-14.654,-40.932,331.3,1.9,1.3,2019-09-27,1650,A,80,6.0NRT,307.9,38.8,D
-14.657,-40.949,329,1.9,1.3,2019-09-27,1650,A,78,6.0NRT,307.2,30,D
-14.65,-40.939,335.3,1.9,1.3,2019-09-27,1650,A,84,6.0NRT,308.5,53.1,D
-14.744,-41.857,365.9,1.6,1.3,2019-09-27,1650,A,87,6.0NRT,301.8,184.5,D
-14.746,-41.873,385.4,1.6,1.3,2019-09-27,1650,A,87,6.0NRT,302.7,332.3,D
-14.734,-41.864,344.9,1.6,1.3,2019-09-27,1650,A,91,6.0NRT,299.8,76.4,D
-14.737,-41.88,334.7,1.6,1.3,2019-09-27,1650,A,83,6.0NRT,299.4,40.9,D
-14.611,-41.47,327.5,1.7,1.3,2019-09-27,1650,A,70,6.0NRT,307.9,18.2,D
-14.64,-41.645,329.6,1.7,1.3,2019-09-27,1650,A,65,6.0NRT,308.1,29.4,D
-14.672,-42.124,330.7,1.6,1.2,2019-09-27,1650,A,77,6.0NRT,306.5,23.7,D
-14.674,-42.138,342.1,1.6,1.2,2019-09-27,1650,A,89,6.0NRT,309.2,57.3,D
-15.458,-47.356,329.6,1,1,2019-09-27,1650,A,78,6.0NRT,304.5,15.2,D
-15.449,-47.357,329.1,1,1,2019-09-27,1650,A,77,6.0NRT,304.5,15.3,D
-14.57,-41.712,339,1.7,1.3,2019-09-27,1650,A,81,6.0NRT,307.6,56.5,D
-14.573,-41.728,341.6,1.7,1.3,2019-09-27,1650,A,88,6.0NRT,309.6,65.7,D
-14.586,-41.882,343,1.6,1.3,2019-09-27,1650,A,84,6.0NRT,307.6,63,D
-14.576,-41.959,356.1,1.6,1.2,2019-09-27,1650,A,98,6.0NRT,309.1,116.7,D
-14.607,-42.281,349.3,1.5,1.2,2019-09-27,1650,A,93,6.0NRT,304.1,88.4,D
-14.203,-40.308,321.3,2.2,1.4,2019-09-27,1650,A,48,6.0NRT,302.4,16.1,D
-14.206,-40.328,324.3,2.2,1.4,2019-09-27,1650,A,66,6.0NRT,303.6,25.8,D
-14.439,-41.755,415.6,1.7,1.3,2019-09-27,1650,A,100,6.0NRT,314.1,724.3,D
-14.442,-41.771,377.1,1.7,1.3,2019-09-27,1650,A,100,6.0NRT,312.4,257.3,D
-14.203,-40.315,326.9,2.2,1.4,2019-09-27,1650,A,71,6.0NRT,302.8,32.8,D
-14.439,-41.747,356.9,1.7,1.3,2019-09-27,1650,A,98,6.0NRT,303,124.8,D
-14.441,-41.762,405.8,1.7,1.3,2019-09-27,1650,A,100,6.0NRT,317.1,573.3,D
-14.366,-41.664,325.9,1.7,1.3,2019-09-27,1650,A,48,6.0NRT,299.9,24,D
-14.274,-41.261,332.7,1.8,1.3,2019-09-27,1650,A,79,6.0NRT,309.1,35.8,D
-15.284,-47.89,321.7,1,1,2019-09-27,1650,A,61,6.0NRT,302,9.9,D
-15.275,-47.892,325,1,1,2019-09-27,1650,A,70,6.0NRT,301.6,13.8,D
-14.267,-41.25,328.4,1.8,1.3,2019-09-27,1650,A,73,6.0NRT,308.2,21,D
-14.338,-41.691,327.8,1.7,1.3,2019-09-27,1650,A,28,6.0NRT,306.5,19.7,D
-15.887,-53.074,317.6,2.2,1.4,2019-09-27,1650,A,60,6.0NRT,297.8,19.1,D
-14.481,-43.241,371.9,1.3,1.1,2019-09-27,1650,A,94,6.0NRT,297.3,167,D
-14.471,-43.243,340.8,1.3,1.1,2019-09-27,1650,A,82,6.0NRT,295.3,49.3,D
-14.564,-43.91,326,1.2,1.1,2019-09-27,1650,A,58,6.0NRT,298.9,13.8,D
-14.566,-43.921,331.5,1.2,1.1,2019-09-27,1650,A,73,6.0NRT,301,22.1,D
-14.65,-45.261,349.7,1.1,1,2019-09-27,1650,A,94,6.0NRT,308.5,47.1,D
-14.651,-45.271,355.4,1.1,1,2019-09-27,1650,A,97,6.0NRT,312.1,60.6,D
-14.653,-45.28,338.8,1.1,1,2019-09-27,1650,A,79,6.0NRT,310,26.1,D
-15.038,-48.433,328.2,1.1,1,2019-09-27,1650,A,48,6.0NRT,303.8,12.5,D
-15.039,-48.443,357.3,1.1,1,2019-09-27,1650,A,98,6.0NRT,306.6,71,D
-15.04,-48.453,329,1.1,1,2019-09-27,1650,A,30,6.0NRT,306.4,11,D
-13.777,-40.816,353.4,2,1.4,2019-09-27,1650,A,96,6.0NRT,310.7,149.1,D
-13.78,-40.834,328,2,1.4,2019-09-27,1650,A,70,6.0NRT,309.5,27.2,D
-13.764,-40.818,339.4,2,1.4,2019-09-27,1650,A,86,6.0NRT,308.8,71.9,D
-15.025,-50.66,338.8,1.4,1.2,2019-09-27,1650,A,87,6.0NRT,306.2,44.3,D
-15.027,-50.673,328.3,1.4,1.2,2019-09-27,1650,A,71,6.0NRT,304.9,19.4,D
-14.72,-49.785,337.5,1.2,1.1,2019-09-27,1650,A,85,6.0NRT,305.6,36.8,D
-14.732,-50.429,323.2,1.4,1.2,2019-09-27,1650,A,53,6.0NRT,301.1,9.5,D
-13.674,-43.198,340.9,1.4,1.2,2019-09-27,1650,A,66,6.0NRT,312.5,38.3,D
-14.545,-49.32,323.6,1.2,1.1,2019-09-27,1650,A,66,6.0NRT,303,10.9,D
-14.547,-49.33,325.5,1.2,1.1,2019-09-27,1650,A,70,6.0NRT,303.4,13.1,D
-14.536,-49.321,335.1,1.2,1.1,2019-09-27,1650,A,83,6.0NRT,302.7,28.7,D
-14.537,-49.332,346.8,1.2,1.1,2019-09-27,1650,A,92,6.0NRT,302.8,53.7,D
-14.592,-49.744,333,1.2,1.1,2019-09-27,1650,A,81,6.0NRT,302.3,27.8,D
-14.521,-49.356,327.5,1.2,1.1,2019-09-27,1650,A,74,6.0NRT,302.7,17.4,D
-13.18,-40.628,329.6,2.1,1.4,2019-09-27,1650,A,78,6.0NRT,306.8,37.5,D
-13.183,-40.647,328,2.1,1.4,2019-09-27,1650,A,76,6.0NRT,306.4,31.3,D
-13.583,-43.271,342.7,1.4,1.2,2019-09-27,1650,A,76,6.0NRT,314.2,42.5,D
-12.582,-41.057,323.1,2,1.4,2019-09-27,1650,A,48,6.0NRT,297.8,21.7,D
-12.651,-41.941,324.6,1.8,1.3,2019-09-27,1650,A,60,6.0NRT,302.9,18.7,D
-12.717,-42.337,340.5,1.6,1.3,2019-09-27,1650,A,86,6.0NRT,316.3,42.2,D
-12.928,-44.964,362,1.1,1.1,2019-09-27,1650,A,92,6.0NRT,307.5,0,D
-12.903,-44.964,400.2,1.1,1.1,2019-09-27,1650,A,100,6.0NRT,310.3,0,D
-13.296,-48.056,323.8,1,1,2019-09-27,1650,A,15,6.0NRT,296.5,10.1,D
-13.286,-48.057,331.8,1,1,2019-09-27,1650,A,56,6.0NRT,300.7,20.4,D
-12.244,-42.124,329,1.7,1.3,2019-09-27,1650,A,50,6.0NRT,301,33.4,D
-12.364,-44.169,346.9,1.3,1.1,2019-09-27,1650,A,92,6.0NRT,310.6,56.8,D
