latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-18.42,36.176,318,1.5,1.2,2019-09-28,0810,T,51,6.0NRT,304.1,11.6,D
-18.442,36.343,317.4,1.5,1.2,2019-09-28,0810,T,51,6.0NRT,304.6,8.8,D
-18.11,33.749,327.2,1.1,1,2019-09-28,0810,T,60,6.0NRT,310.1,11,D
-17.635,30.457,326.5,1.1,1,2019-09-28,0810,T,57,6.0NRT,313.5,8.8,D
-18.301,34.879,321.7,1.2,1.1,2019-09-28,0810,T,62,6.0NRT,305.1,11.7,D
-18.333,35.122,329.6,1.3,1.1,2019-09-28,0810,T,78,6.0NRT,301.2,29.9,D
-16.818,25.361,330,2.3,1.5,2019-09-28,0810,T,53,6.0NRT,311.7,51.8,D
-18.285,34.685,339.8,1.2,1.1,2019-09-28,0810,T,87,6.0NRT,307.4,40.6,D
-16.827,25.337,339.6,2.3,1.5,2019-09-28,0810,T,86,6.0NRT,312.6,93.7,D
-16.831,25.359,339.8,2.3,1.5,2019-09-28,0810,T,82,6.0NRT,310.6,99.3,D
-18.295,34.684,319.5,1.2,1.1,2019-09-28,0810,T,43,6.0NRT,305.2,7.8,D
-17.808,31.218,325.1,1,1,2019-09-28,0810,T,52,6.0NRT,311.5,5.8,D
-17.81,31.227,335,1,1,2019-09-28,0810,T,80,6.0NRT,311.6,18.6,D
-17.63,29.996,331.3,1.1,1.1,2019-09-28,0810,T,73,6.0NRT,309.6,18.4,D
-17.631,30.006,326.2,1.1,1.1,2019-09-28,0810,T,55,6.0NRT,310.6,11.1,D
-18.549,36.467,326.8,1.5,1.2,2019-09-28,0810,T,66,6.0NRT,301.9,30.8,D
-16.827,25.354,342.3,2.3,1.5,2019-09-28,0810,T,86,6.0NRT,312.3,114,D
-17.635,30,323.6,1.1,1.1,2019-09-28,0810,T,34,6.0NRT,310.5,7.7,D
-17.645,29.998,324.7,1.1,1.1,2019-09-28,0810,T,47,6.0NRT,311.4,9.4,D
-18.55,36.461,320.9,1.5,1.2,2019-09-28,0810,T,41,6.0NRT,303.2,21.5,D
-18.151,33.181,374,1,1,2019-09-28,0810,T,100,6.0NRT,309.4,120.6,D
-18.153,33.191,358.7,1,1,2019-09-28,0810,T,99,6.0NRT,311.2,69.9,D
-18.581,36.355,320.4,1.5,1.2,2019-09-28,0810,T,64,6.0NRT,301.1,20.6,D
-18.583,36.37,315.4,1.5,1.2,2019-09-28,0810,T,52,6.0NRT,300.6,13.3,D
-18.004,31.783,330.8,1,1,2019-09-28,0810,T,66,6.0NRT,313.6,14.8,D
-17.999,31.505,327.1,1,1,2019-09-28,0810,T,53,6.0NRT,313.9,8.4,D
-18.451,34.627,328.3,1.2,1.1,2019-09-28,0810,T,77,6.0NRT,306.8,20,D
-18.452,34.638,321.6,1.2,1.1,2019-09-28,0810,T,59,6.0NRT,305.9,9.9,D
-18.103,32.084,335,1,1,2019-09-28,0810,T,81,6.0NRT,310.2,19.9,D
-18.257,33.148,321.2,1,1,2019-09-28,0810,T,30,6.0NRT,308.3,6.5,D
-17.766,29.754,332.4,1.1,1.1,2019-09-28,0810,T,75,6.0NRT,311.8,20.8,D
-17.768,29.764,334,1.1,1.1,2019-09-28,0810,T,78,6.0NRT,311.6,23,D
-18.324,33.49,331.3,1.1,1,2019-09-28,0810,T,79,6.0NRT,311.1,17.8,D
-18.509,34.522,327.9,1.2,1.1,2019-09-28,0810,T,72,6.0NRT,311.5,13,D
-18.51,34.533,328.8,1.2,1.1,2019-09-28,0810,T,74,6.0NRT,310,14,D
-18.582,35.081,320.8,1.3,1.1,2019-09-28,0810,T,67,6.0NRT,305.4,15.1,D
-16.783,23.837,328.5,3,1.6,2019-09-28,0810,T,72,6.0NRT,310.3,70.1,D
-18.327,33.122,333,1,1,2019-09-28,0810,T,81,6.0NRT,310.4,20.5,D
-16.573,22.663,323.6,3.7,1.8,2019-09-28,0810,T,60,6.0NRT,310.1,55.4,D
-17.924,29.769,327,1.1,1.1,2019-09-28,0810,T,63,6.0NRT,312.4,10.7,D
-18.194,31.519,322,1,1,2019-09-28,0810,T,43,6.0NRT,309,6.5,D
-18.774,35.704,315.5,1.4,1.2,2019-09-28,0810,T,54,6.0NRT,304.6,9.9,D
-18.814,36.023,321.9,1.4,1.2,2019-09-28,0810,T,72,6.0NRT,302,23.5,D
-18.825,36.021,314.4,1.4,1.2,2019-09-28,0810,T,28,6.0NRT,300.7,11.2,D
-18.104,30.739,330.8,1,1,2019-09-28,0810,T,74,6.0NRT,314.4,14.9,D
-18.664,34.63,336.9,1.2,1.1,2019-09-28,0810,T,86,6.0NRT,311.5,32.8,D
-18.666,34.641,325,1.2,1.1,2019-09-28,0810,T,63,6.0NRT,306.5,12.5,D
-18.499,33.36,321.7,1.1,1,2019-09-28,0810,T,55,6.0NRT,309.8,5.5,D
-18.549,33.266,323.2,1,1,2019-09-28,0810,T,62,6.0NRT,308.8,7.6,D
-18.551,33.276,343.7,1,1,2019-09-28,0810,T,90,6.0NRT,308.4,38.9,D
-16.565,21.512,321.6,4.5,2,2019-09-28,0810,T,53,6.0NRT,304.4,70.2,D
-18.6,33.563,321.3,1.1,1,2019-09-28,0810,T,64,6.0NRT,307,7.5,D
-18.561,33.028,334.6,1,1,2019-09-28,0810,T,83,6.0NRT,308.9,25.7,D
-18.562,33.038,322.4,1,1,2019-09-28,0810,T,64,6.0NRT,307.3,9.2,D
-16.565,21.504,321.1,4.5,2,2019-09-28,0810,T,50,6.0NRT,304.7,67.4,D
-18.8,34.724,320.2,1.2,1.1,2019-09-28,0810,T,63,6.0NRT,304.8,12.4,D
-18.802,34.736,319.1,1.2,1.1,2019-09-28,0810,T,60,6.0NRT,304.8,10.7,D
-18.179,30.098,341.1,1.1,1,2019-09-28,0810,T,86,6.0NRT,317.5,28.4,D
-18.726,33.809,321,1.1,1,2019-09-28,0810,T,57,6.0NRT,308.8,5.9,D
-18.868,34.855,315.6,1.2,1.1,2019-09-28,0810,T,37,6.0NRT,303.9,7.6,D
-17.421,25.13,324.1,2.3,1.5,2019-09-28,0810,T,51,6.0NRT,312.2,17.8,D
-17.624,26.193,331.1,1.9,1.4,2019-09-28,0810,T,75,6.0NRT,311.9,34.9,D
-17.627,26.21,324.4,1.9,1.4,2019-09-28,0810,T,50,6.0NRT,312.6,14.8,D
-17.43,25.122,327.2,2.3,1.5,2019-09-28,0810,T,66,6.0NRT,312.1,30.2,D
-17.631,26.203,329.5,1.9,1.4,2019-09-28,0810,T,64,6.0NRT,312.8,27.4,D
-18.874,33.617,323,1.1,1,2019-09-28,0810,T,69,6.0NRT,307.2,9.7,D
-18.951,33.579,323.6,1.1,1,2019-09-28,0810,T,69,6.0NRT,308.8,9.3,D
-18.539,30.406,328.9,1.1,1,2019-09-28,0810,T,53,6.0NRT,313.4,10.5,D
-18.614,30.766,325,1,1,2019-09-28,0810,T,61,6.0NRT,312.4,6.7,D
-18.616,30.776,328.7,1,1,2019-09-28,0810,T,71,6.0NRT,313.6,11.2,D
-19.275,35.088,326.8,1.3,1.1,2019-09-28,0810,T,75,6.0NRT,304,22.7,D
-19.032,33.233,328.5,1,1,2019-09-28,0810,T,76,6.0NRT,309.8,14.9,D
-19.173,33.861,321.9,1.1,1,2019-09-28,0810,T,64,6.0NRT,308.7,7,D
-18.485,28.995,327.1,1.2,1.1,2019-09-28,0810,T,42,6.0NRT,311.3,14.1,D
-18.505,29.12,327.3,1.2,1.1,2019-09-28,0810,T,63,6.0NRT,312.2,11.7,D
-18.485,28.989,329.7,1.2,1.1,2019-09-28,0810,T,60,6.0NRT,310.4,19,D
-18.508,29.124,328.1,1.2,1.1,2019-09-28,0810,T,68,6.0NRT,311.6,16.1,D
-19.224,33.561,326.8,1.1,1,2019-09-28,0810,T,72,6.0NRT,304,18,D
-19.374,34.526,324.5,1.2,1.1,2019-09-28,0810,T,40,6.0NRT,309.3,9.9,D
-18.996,31.774,320.6,1,1,2019-09-28,0810,T,50,6.0NRT,309.4,5.1,D
-18.797,30.344,324.9,1.1,1,2019-09-28,0810,T,59,6.0NRT,310.4,10.6,D
-18.798,30.354,323.2,1.1,1,2019-09-28,0810,T,46,6.0NRT,311.7,8.2,D
-19.227,32.993,326.1,1,1,2019-09-28,0810,T,70,6.0NRT,311.8,10.5,D
-19.236,32.992,342.1,1,1,2019-09-28,0810,T,89,6.0NRT,311.7,34.3,D
-19.504,34.664,325.9,1.2,1.1,2019-09-28,0810,T,65,6.0NRT,308.8,13.5,D
-19.459,33.066,324.3,1,1,2019-09-28,0810,T,55,6.0NRT,308.4,9.6,D
-19.634,34.264,324,1.2,1.1,2019-09-28,0810,T,30,6.0NRT,311.1,9.7,D
-19.741,34.999,322.7,1.3,1.1,2019-09-28,0810,T,30,6.0NRT,307.6,10.1,D
-19.751,34.997,330.3,1.3,1.1,2019-09-28,0810,T,67,6.0NRT,306.2,22.2,D
-18.069,24.374,322.6,2.6,1.5,2019-09-28,0810,T,58,6.0NRT,310.9,22.4,D
-19.576,32.925,325.1,1,1,2019-09-28,0810,T,67,6.0NRT,308.6,12.8,D
-19.783,34.459,326.5,1.2,1.1,2019-09-28,0810,T,71,6.0NRT,313.4,11.3,D
-19.785,34.471,347.5,1.2,1.1,2019-09-28,0810,T,93,6.0NRT,311.8,53.8,D
-19.793,34.458,345.3,1.2,1.1,2019-09-28,0810,T,91,6.0NRT,311.5,46.4,D
-19.775,34.097,328.9,1.1,1.1,2019-09-28,0810,T,72,6.0NRT,312.6,13.1,D
-19.889,34.65,349.3,1.2,1.1,2019-09-28,0810,T,82,6.0NRT,312.1,62.9,D
-19.891,34.661,336.4,1.2,1.1,2019-09-28,0810,T,0,6.0NRT,311.9,32.4,D
-19.97,34.644,327.3,1.2,1.1,2019-09-28,0810,T,74,6.0NRT,311.4,12.1,D
-19.991,34.024,319.7,1.1,1.1,2019-09-28,0810,T,53,6.0NRT,305.9,8.6,D
-20.069,33.918,332.5,1.1,1.1,2019-09-28,0810,T,81,6.0NRT,307.7,23.5,D
-20.069,33.776,333.6,1.1,1.1,2019-09-28,0810,T,82,6.0NRT,309.4,21.9,D
-20.336,34.102,324.4,1.2,1.1,2019-09-28,0810,T,69,6.0NRT,308.4,11.9,D
-20.392,34.524,358,1.2,1.1,2019-09-28,0810,T,99,6.0NRT,314.9,85.9,D
-20.393,34.536,344.4,1.2,1.1,2019-09-28,0810,T,90,6.0NRT,310.9,44.7,D
-20.402,34.523,339.4,1.2,1.1,2019-09-28,0810,T,86,6.0NRT,313.9,34.7,D
-20.403,34.534,333.1,1.2,1.1,2019-09-28,0810,T,80,6.0NRT,314.4,21.4,D
-20.403,34.528,340.2,1.2,1.1,2019-09-28,0810,T,87,6.0NRT,314.9,35.7,D
-20.323,33.547,327.3,1.1,1,2019-09-28,0810,T,73,6.0NRT,310.5,12.7,D
-20.325,33.557,327.1,1.1,1,2019-09-28,0810,T,73,6.0NRT,311.4,12.9,D
-20.385,33.683,320.6,1.1,1.1,2019-09-28,0810,T,49,6.0NRT,308.1,7.9,D
-20.485,34.298,335.2,1.2,1.1,2019-09-28,0810,T,83,6.0NRT,310.4,28.1,D
-19.586,28.208,331.7,1.3,1.1,2019-09-28,0810,T,76,6.0NRT,316.5,18,D
-20.552,33.961,323.5,1.2,1.1,2019-09-28,0810,T,57,6.0NRT,309.4,9,D
-20.581,34.104,342,1.2,1.1,2019-09-28,0810,T,89,6.0NRT,306.6,44.5,D
-20.583,34.116,331.2,1.2,1.1,2019-09-28,0810,T,79,6.0NRT,306.2,23,D
-20.591,34.103,322.2,1.2,1.1,2019-09-28,0810,T,51,6.0NRT,306,9.6,D
-20.777,34.595,326.9,1.2,1.1,2019-09-28,0810,T,58,6.0NRT,310.4,14.2,D
-20.966,34.873,334.9,1.3,1.1,2019-09-28,0810,T,83,6.0NRT,311.9,27.1,D
-20.762,33.074,326.8,1.1,1,2019-09-28,0810,T,71,6.0NRT,312.2,11.3,D
-20.826,32.738,323.4,1,1,2019-09-28,0810,T,51,6.0NRT,311.7,4.2,D
-21.249,34.944,327.7,1.3,1.1,2019-09-28,0810,T,74,6.0NRT,305,20.6,D
-21.245,34.752,340.3,1.3,1.1,2019-09-28,0810,T,88,6.0NRT,307,46.3,D
-21.218,34.073,321.3,1.2,1.1,2019-09-28,0810,T,57,6.0NRT,307.1,9.6,D
-21.224,33.82,321.2,1.2,1.1,2019-09-28,0810,T,43,6.0NRT,305.7,8.5,D
-21.228,33.824,327.1,1.2,1.1,2019-09-28,0810,T,72,6.0NRT,306,15.6,D
-21.238,33.823,325.6,1.2,1.1,2019-09-28,0810,T,70,6.0NRT,306.6,14.6,D
-21.367,34.76,322.4,1.3,1.1,2019-09-28,0810,T,41,6.0NRT,307.9,7.5,D
-21.416,34.986,346.2,1.3,1.1,2019-09-28,0810,T,92,6.0NRT,305.9,64,D
-21.418,34.999,335.9,1.3,1.1,2019-09-28,0810,T,84,6.0NRT,308,36.8,D
-21.192,32.911,325,1.1,1,2019-09-28,0810,T,58,6.0NRT,309.3,11.5,D
-21.247,33.127,325.8,1.1,1,2019-09-28,0810,T,69,6.0NRT,306.6,15.7,D
-21.239,32.929,322.2,1.1,1,2019-09-28,0810,T,44,6.0NRT,307.1,9.1,D
-21.125,31.731,340,1,1,2019-09-28,0810,T,86,6.0NRT,316.6,28.7,D
-21.453,33.544,319.9,1.1,1.1,2019-09-28,0810,T,50,6.0NRT,307,7.5,D
-21.676,35.261,324.8,1.4,1.2,2019-09-28,0810,T,39,6.0NRT,305.8,15.6,D
-21.614,34.688,327.3,1.3,1.1,2019-09-28,0810,T,72,6.0NRT,304.3,21.5,D
-21.611,34.683,321.4,1.3,1.1,2019-09-28,0810,T,62,6.0NRT,304.4,13.1,D
-21.613,34.695,322,1.3,1.1,2019-09-28,0810,T,65,6.0NRT,303.7,13.9,D
-21.771,35.072,335.4,1.4,1.2,2019-09-28,0810,T,84,6.0NRT,309,35.8,D
-21.562,33.351,325.3,1.1,1,2019-09-28,0810,T,68,6.0NRT,308.7,11.2,D
-21.635,33.911,326.4,1.2,1.1,2019-09-28,0810,T,72,6.0NRT,305.4,17.8,D
-21.637,33.923,353.4,1.2,1.1,2019-09-28,0810,T,96,6.0NRT,306.5,76,D
-21.873,35.291,320.3,1.4,1.2,2019-09-28,0810,T,45,6.0NRT,304.4,11.2,D
-21.52,32.51,338.9,1,1,2019-09-28,0810,T,85,6.0NRT,311.1,29.3,D
-21.521,32.52,339.9,1,1,2019-09-28,0810,T,86,6.0NRT,310.9,31.1,D
-21.529,32.509,327.1,1,1,2019-09-28,0810,T,67,6.0NRT,311,13.2,D
-21.53,32.519,344.9,1,1,2019-09-28,0810,T,90,6.0NRT,308.8,41.9,D
-21.905,35.075,331.1,1.4,1.2,2019-09-28,0810,T,79,6.0NRT,306.5,26.1,D
-21.907,35.088,333.5,1.4,1.2,2019-09-28,0810,T,82,6.0NRT,306.8,32,D
-21.827,34.22,321,1.2,1.1,2019-09-28,0810,T,37,6.0NRT,306.9,8.8,D
-21.848,34.375,324.1,1.2,1.1,2019-09-28,0810,T,61,6.0NRT,309.1,12.2,D
-21.829,34.225,320.4,1.2,1.1,2019-09-28,0810,T,37,6.0NRT,307.1,9.2,D
-21.848,34.38,323.7,1.3,1.1,2019-09-28,0810,T,57,6.0NRT,308.9,12,D
-21.898,34.7,327.7,1.3,1.1,2019-09-28,0810,T,74,6.0NRT,304.3,22.6,D
-21.908,34.699,324.3,1.3,1.1,2019-09-28,0810,T,67,6.0NRT,303.9,18.4,D
-21.965,35.169,327.8,1.4,1.2,2019-09-28,0810,T,65,6.0NRT,304.7,24.3,D
-21.967,35.183,319.8,1.4,1.2,2019-09-28,0810,T,0,6.0NRT,303.1,10.2,D
-21.898,34.373,323.8,1.3,1.1,2019-09-28,0810,T,58,6.0NRT,306.4,12.6,D
-21.934,33.391,325.6,1.1,1.1,2019-09-28,0810,T,66,6.0NRT,310,10.7,D
-21.935,33.402,324.6,1.1,1.1,2019-09-28,0810,T,64,6.0NRT,310.1,9.9,D
-22.067,34.106,319.8,1.2,1.1,2019-09-28,0810,T,44,6.0NRT,304.9,7.4,D
-22.423,33.947,332.1,1.2,1.1,2019-09-28,0810,T,80,6.0NRT,307,26.4,D
-22.428,33.822,321.7,1.2,1.1,2019-09-28,0810,T,24,6.0NRT,306.5,7.8,D
-22.43,33.833,323.2,1.2,1.1,2019-09-28,0810,T,42,6.0NRT,308.3,10,D
-22.446,33.807,326.1,1.2,1.1,2019-09-28,0810,T,72,6.0NRT,306.4,14.9,D
-22.439,33.6,325.9,1.2,1.1,2019-09-28,0810,T,71,6.0NRT,308,13.6,D
-22.44,33.611,330.3,1.2,1.1,2019-09-28,0810,T,78,6.0NRT,309.1,20.3,D
-22.588,34.042,318.3,1.2,1.1,2019-09-28,0810,T,36,6.0NRT,304.1,7.1,D
-22.572,32.547,324.9,1.1,1,2019-09-28,0810,T,65,6.0NRT,311,8.8,D
-22.532,32.191,325.4,1,1,2019-09-28,0810,T,64,6.0NRT,311.3,9.7,D
-22.534,32.201,342,1,1,2019-09-28,0810,T,88,6.0NRT,311.1,34.3,D
-22.541,32.189,324.5,1,1,2019-09-28,0810,T,57,6.0NRT,309.5,9.6,D
-23.034,33.03,323.4,1.1,1,2019-09-28,0810,T,56,6.0NRT,308.4,8.1,D
-23.035,33.041,325.6,1.1,1.1,2019-09-28,0810,T,47,6.0NRT,310.5,10.1,D
-23.18,33.902,322.7,1.2,1.1,2019-09-28,0810,T,68,6.0NRT,304.8,14.4,D
-22.339,26.766,324.7,1.4,1.2,2019-09-28,0810,T,59,6.0NRT,312.1,12.8,D
-23.444,33.183,318,1.1,1.1,2019-09-28,0810,T,42,6.0NRT,303.5,9.2,D
-23.958,29.158,328.7,1.1,1,2019-09-28,0810,T,52,6.0NRT,310.2,11.6,D
-23.966,29.146,330.3,1.1,1,2019-09-28,0810,T,76,6.0NRT,311.8,14.2,D
-23.967,29.156,327.1,1.1,1,2019-09-28,0810,T,61,6.0NRT,310.3,10.2,D
-24.116,30.056,323.3,1,1,2019-09-28,0810,T,57,6.0NRT,311.2,11.2,D
-24.568,33.146,322.2,1.2,1.1,2019-09-28,0810,T,67,6.0NRT,308.6,7.4,D
-23.992,28.616,327.5,1.1,1,2019-09-28,0810,T,64,6.0NRT,312.8,10.2,D
-24.735,30.814,328.7,1,1,2019-09-28,0810,T,60,6.0NRT,314.6,10.1,D
-24.736,30.824,339.8,1,1,2019-09-28,0810,T,86,6.0NRT,311.9,27.4,D
-24.744,30.191,323.1,1,1,2019-09-28,0810,T,38,6.0NRT,311.5,7.1,D
-24.812,30.526,327.3,1,1,2019-09-28,0810,T,72,6.0NRT,310.5,14.1,D
-24.817,30.121,329,1,1,2019-09-28,0810,T,74,6.0NRT,311.8,13.2,D
-25.243,32.48,318.8,1.1,1,2019-09-28,0810,T,31,6.0NRT,306.9,8,D
-25.17,29.476,324.8,1,1,2019-09-28,0810,T,66,6.0NRT,311.6,10.1,D
-25.253,29.963,328.2,1,1,2019-09-28,0810,T,74,6.0NRT,305.2,15.4,D
-25.255,29.973,318.9,1,1,2019-09-28,0810,T,25,6.0NRT,305.3,5.9,D
-25.262,29.961,329,1,1,2019-09-28,0810,T,75,6.0NRT,306.7,16.6,D
-25.223,29.641,324.6,1,1,2019-09-28,0810,T,53,6.0NRT,313,9.5,D
-25.231,29.633,324.1,1,1,2019-09-28,0810,T,60,6.0NRT,312.7,7.3,D
-25.232,29.643,336.6,1,1,2019-09-28,0810,T,84,6.0NRT,311.6,23.7,D
-25.663,31.199,318.7,1,1,2019-09-28,0810,T,51,6.0NRT,305.9,7.9,D
-25.771,31.506,327.8,1,1,2019-09-28,0810,T,72,6.0NRT,310.1,14.4,D
-25.762,31.124,328.6,1,1,2019-09-28,0810,T,36,6.0NRT,307.8,14.8,D
-25.779,31.111,325.7,1,1,2019-09-28,0810,T,61,6.0NRT,306,14.3,D
-25.781,31.121,324.3,1,1,2019-09-28,0810,T,54,6.0NRT,305.1,12.7,D
-25.665,29.52,339,1,1,2019-09-28,0810,T,86,6.0NRT,310.5,28.2,D
-25.673,29.512,344.8,1,1,2019-09-28,0810,T,91,6.0NRT,311.7,39.3,D
-25.674,29.522,357.6,1,1,2019-09-28,0810,T,98,6.0NRT,312.9,68,D
-25.625,29.021,321.8,1,1,2019-09-28,0810,T,42,6.0NRT,305,10,D
-25.748,29.642,325.3,1,1,2019-09-28,0810,T,65,6.0NRT,314,8.6,D
-25.954,31.049,323.1,1,1,2019-09-28,0810,T,62,6.0NRT,309.9,11.4,D
-25.544,28.27,324.2,1.1,1,2019-09-28,0810,T,43,6.0NRT,312.2,6.6,D
-25.699,28.789,326.5,1,1,2019-09-28,0810,T,58,6.0NRT,313.4,7.5,D
-25.701,28.8,325.7,1,1,2019-09-28,0810,T,52,6.0NRT,313.1,6.7,D
-25.966,30.556,323.1,1,1,2019-09-28,0810,T,67,6.0NRT,309.1,9.2,D
-25.931,29.394,324.4,1,1,2019-09-28,0810,T,52,6.0NRT,312.2,7.9,D
-26.217,31.288,318.3,1,1,2019-09-28,0810,T,46,6.0NRT,307.7,6.5,D
-26.247,31.507,319.4,1,1,2019-09-28,0810,T,57,6.0NRT,306.5,6.7,D
-25.619,27.221,331.1,1.2,1.1,2019-09-28,0810,T,77,6.0NRT,313.2,19.3,D
-26.207,30.821,322.3,1,1,2019-09-28,0810,T,58,6.0NRT,307.5,10.4,D
-25.712,27.404,336.7,1.2,1.1,2019-09-28,0810,T,84,6.0NRT,314.8,29.8,D
-26.057,29.551,333.9,1,1,2019-09-28,0810,T,71,6.0NRT,312,18.4,D
-26.072,29.589,328.4,1,1,2019-09-28,0810,T,64,6.0NRT,311.3,11.5,D
-25.666,26.013,323.4,1.4,1.2,2019-09-28,0810,T,42,6.0NRT,307.4,12.7,D
-25.668,26.027,323.8,1.4,1.2,2019-09-28,0810,T,38,6.0NRT,309.9,13.5,D
-25.676,26.011,370.4,1.4,1.2,2019-09-28,0810,T,100,6.0NRT,310.2,170.1,D
-25.679,26.025,366.5,1.4,1.2,2019-09-28,0810,T,100,6.0NRT,317.6,149,D
-25.689,26.023,325.5,1.4,1.2,2019-09-28,0810,T,28,6.0NRT,312.7,15.2,D
-26.499,30.804,320.9,1,1,2019-09-28,0810,T,34,6.0NRT,308.7,8.7,D
-26.67,32.042,321.2,1.1,1,2019-09-28,0810,T,41,6.0NRT,306.8,10.7,D
-26.539,29.155,326.8,1,1,2019-09-28,0810,T,65,6.0NRT,307.4,10.9,D
-26.717,30.215,326.8,1,1,2019-09-28,0810,T,67,6.0NRT,309.4,12.3,D
-26.936,31.37,320.3,1,1,2019-09-28,0810,T,45,6.0NRT,307.7,7.2,D
-26.937,31.38,321.4,1,1,2019-09-28,0810,T,54,6.0NRT,309.5,8.2,D
-27.117,32.727,320.5,1.2,1.1,2019-09-28,0810,T,61,6.0NRT,302.7,12.1,D
-27.148,32.643,325.6,1.2,1.1,2019-09-28,0810,T,63,6.0NRT,307.7,14.9,D
-26.841,30.187,377.3,1,1,2019-09-28,0810,T,100,6.0NRT,313.6,128.9,D
-26.843,30.197,353,1,1,2019-09-28,0810,T,96,6.0NRT,309.9,55.4,D
-27.18,32.662,316.8,1.2,1.1,2019-09-28,0810,T,17,6.0NRT,304.3,8.1,D
-26.85,30.185,326.7,1,1,2019-09-28,0810,T,45,6.0NRT,312.1,10.7,D
-26.852,30.195,324.5,1,1,2019-09-28,0810,T,31,6.0NRT,310.1,8.6,D
-26.961,30.314,333.1,1,1,2019-09-28,0810,T,80,6.0NRT,309.4,20.1,D
-26.963,30.324,327.2,1,1,2019-09-28,0810,T,71,6.0NRT,311.2,13,D
-27.009,30.33,322.4,1,1,2019-09-28,0810,T,32,6.0NRT,306.2,7,D
-27.018,30.329,326.2,1,1,2019-09-28,0810,T,68,6.0NRT,308.9,11.7,D
-27.02,30.339,335.9,1,1,2019-09-28,0810,T,83,6.0NRT,309.9,25.5,D
-27.021,30.349,324.1,1,1,2019-09-28,0810,T,43,6.0NRT,309.8,9.7,D
-27.405,30.464,321.4,1,1,2019-09-28,0810,T,53,6.0NRT,310.1,8,D
-27.407,30.474,323.9,1,1,2019-09-28,0810,T,65,6.0NRT,309.9,10.3,D
-27.491,30.162,344.4,1,1,2019-09-28,0810,T,90,6.0NRT,305.7,39.1,D
-27.437,29.727,340.1,1,1,2019-09-28,0810,T,87,6.0NRT,310.8,29.2,D
-27.447,29.736,329.3,1,1,2019-09-28,0810,T,56,6.0NRT,309.6,13.9,D
-27.642,31.094,324.8,1,1,2019-09-28,0810,T,68,6.0NRT,311,8.1,D
-27.526,30.149,328.5,1,1,2019-09-28,0810,T,34,6.0NRT,308.5,15.5,D
-27.527,30.159,329.7,1,1,2019-09-28,0810,T,55,6.0NRT,310.7,17.3,D
-27.606,30.26,322.2,1,1,2019-09-28,0810,T,43,6.0NRT,307.4,8.6,D
-27.681,30.718,319.8,1,1,2019-09-28,0810,T,29,6.0NRT,308.5,7.7,D
-27.682,30.729,340.2,1,1,2019-09-28,0810,T,87,6.0NRT,308.4,35.2,D
-27.698,29.94,327,1,1,2019-09-28,0810,T,70,6.0NRT,314.9,11.4,D
-27.876,31.209,350.5,1,1,2019-09-28,0810,T,94,6.0NRT,310.2,55.5,D
-27.898,31.227,327.9,1.1,1,2019-09-28,0810,T,68,6.0NRT,308.3,14.6,D
-27.874,30.529,328.6,1,1,2019-09-28,0810,T,73,6.0NRT,312.9,13,D
-28.496,32.292,318.2,1.2,1.1,2019-09-28,0810,T,39,6.0NRT,303.5,10.7,D
-28.445,30.808,319.7,1,1,2019-09-28,0810,T,37,6.0NRT,308.7,4.5,D
-28.632,31.632,317,1.1,1,2019-09-28,0810,T,33,6.0NRT,305.3,6.5,D
-28.581,28.704,345.9,1,1,2019-09-28,0810,T,91,6.0NRT,312.5,40,D
-28.637,28.835,324.5,1,1,2019-09-28,0810,T,67,6.0NRT,310.3,9,D
-29.025,28.421,367.3,1,1,2019-09-28,0810,T,100,6.0NRT,309.9,100.3,D
-29.217,28.231,338.6,1,1,2019-09-28,0810,T,86,6.0NRT,309.4,32.6,D
-29.219,28.241,344.8,1,1,2019-09-28,0810,T,91,6.0NRT,305,43.3,D
-29.748,30.14,331.4,1,1,2019-09-28,0810,T,79,6.0NRT,309.8,16.5,D
-29.75,30.151,328.7,1,1,2019-09-28,0810,T,75,6.0NRT,310.5,13.7,D
-29.727,29.791,325,1,1,2019-09-28,0810,T,69,6.0NRT,311.2,10.5,D
-29.504,28.006,333,1,1,2019-09-28,0810,T,81,6.0NRT,310.5,21.2,D
-29.506,28.017,330.5,1,1,2019-09-28,0810,T,78,6.0NRT,311,17.6,D
-29.995,30.93,317.4,1.1,1,2019-09-28,0810,T,41,6.0NRT,303.7,8.3,D
-29.988,29.628,324.9,1,1,2019-09-28,0810,T,52,6.0NRT,314.2,9.7,D
-30.204,30.649,317.8,1,1,2019-09-28,0810,T,44,6.0NRT,304.5,6.5,D
-30.468,28.758,320.3,1,1,2019-09-28,0810,T,43,6.0NRT,307.3,6.8,D
-30.513,28.814,317.3,1,1,2019-09-28,0810,T,35,6.0NRT,306.2,6.7,D
-30.839,29.472,321.7,1,1,2019-09-28,0810,T,56,6.0NRT,306.9,7.7,D
-30.747,28.47,324.4,1,1,2019-09-28,0810,T,69,6.0NRT,305.4,12,D
-31.199,27.637,333.2,1,1,2019-09-28,0810,T,82,6.0NRT,312.6,21.9,D
-31.201,27.648,337.3,1,1,2019-09-28,0810,T,86,6.0NRT,309.7,28,D
-31.221,27.599,319,1,1,2019-09-28,0810,T,33,6.0NRT,303,7.9,D
